,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_1,Sex_2,Age,SibSp,Parch,Fare,Cabin_1,Cabin_2,Cabin_3,Cabin_4,Cabin_5,Cabin_6,Cabin_7,Cabin_8,Embarked_1,Embarked_2,Embarked_3,Embarked_4
50,0.0,1,0,0,1,0,-0.13796295073531367,0.4,0.1,0.0396875,0,0,0,0,0,0,0,1,1,0,0,0
51,0.0,1,0,0,1,0,-0.053549258620066154,0.0,0.0,0.0078,0,0,0,0,0,0,0,1,1,0,0,0
52,1.0,0,1,0,0,1,0.11527812561042888,0.1,0.0,0.07672920000000001,0,0,0,0,1,0,1,1,0,1,0,0
53,1.0,0,0,1,0,1,-0.005312863125639,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
54,0.0,0,1,0,1,0,0.21175091659928316,0.0,0.1,0.0619792,0,0,0,0,1,1,0,0,0,1,0,0
55,1.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.0355,0,0,0,0,1,1,0,1,1,0,0,0
56,1.0,0,0,1,0,1,-0.053549258620066154,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
57,0.0,1,0,0,1,0,-0.008327637844040697,0.0,0.0,0.0072292,0,0,0,0,0,0,0,1,0,1,0,0
58,1.0,0,0,1,0,1,-0.15002204960892046,0.1,0.2,0.02775,0,0,0,0,0,0,0,1,1,0,0,0
59,0.0,1,0,0,1,0,-0.1138447529881001,0.5,0.2,0.0469,0,0,0,0,0,0,0,1,1,0,0,0
60,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.0072292,0,0,0,0,0,0,0,1,0,1,0,0
61,1.0,0,1,0,0,1,0.04895308180559155,0.0,0.0,0.08,0,0,0,0,1,1,1,0,0,0,0,1
62,0.0,0,1,0,1,0,0.0911599278632153,0.1,0.0,0.083475,0,0,0,0,1,1,1,1,1,0,0,0
63,0.0,1,0,0,1,0,-0.15605159904572385,0.3,0.2,0.027899999999999998,0,0,0,0,0,0,0,1,1,0,0,0
64,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.0277208,0,0,0,0,0,0,0,1,0,1,0,0
65,1.0,1,0,0,1,0,1.713701020890822e-16,0.1,0.1,0.015245799999999999,0,0,0,0,0,0,0,1,0,1,0,0
66,1.0,0,0,1,0,1,-0.005312863125639,0.0,0.0,0.0105,0,0,0,1,0,0,0,0,1,0,0,0
67,0.0,1,0,0,1,0,-0.06560835749367294,0.0,0.0,0.0081583,0,0,0,0,0,0,0,1,1,0,0,0
68,1.0,1,0,0,0,1,-0.07766745636727973,0.4,0.2,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
69,0.0,1,0,0,1,0,-0.023401511436049183,0.2,0.0,0.0086625,0,0,0,0,0,0,0,1,1,0,0,0
70,0.0,0,0,1,1,0,0.01277578518477118,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
71,0.0,1,0,0,0,1,-0.08369700580408312,0.5,0.2,0.0469,0,0,0,0,0,0,0,1,1,0,0,0
72,0.0,0,0,1,1,0,-0.053549258620066154,0.0,0.0,0.0735,0,0,0,0,0,0,0,1,1,0,0,0
73,0.0,1,0,0,1,0,-0.023401511436049183,0.1,0.0,0.0144542,0,0,0,0,0,0,0,1,0,1,0,0
74,1.0,1,0,0,1,0,0.01277578518477118,0.0,0.0,0.056495800000000006,0,0,0,0,0,0,0,1,1,0,0,0
75,0.0,1,0,0,1,0,-0.029431060872852577,0.0,0.0,0.0076500000000000005,0,0,0,1,0,0,0,1,1,0,0,0
76,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
77,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
78,1.0,0,0,1,1,0,-0.17516527076039062,0.0,0.2,0.029,0,0,0,0,0,0,0,1,1,0,0,0
79,1.0,1,0,0,0,1,0.0007166863111643934,0.0,0.0,0.012475,0,0,0,0,0,0,0,1,1,0,0,0
80,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.009,0,0,0,0,0,0,0,1,1,0,0,0
81,1.0,1,0,0,1,0,-0.005312863125639,0.0,0.0,0.0095,0,0,0,0,0,0,0,1,1,0,0,0
82,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.007787499999999999,0,0,0,0,0,0,0,1,0,0,1,0
83,0.0,0,1,0,1,0,-0.011342412562442394,0.0,0.0,0.0471,0,0,0,0,0,0,0,1,1,0,0,0
84,1.0,0,0,1,0,1,-0.07766745636727973,0.0,0.0,0.0105,0,0,0,0,0,0,0,1,1,0,0,0
85,1.0,1,0,0,0,1,0.018805334621574576,0.3,0.0,0.01585,0,0,0,0,0,0,0,1,1,0,0,0
86,0.0,1,0,0,1,0,-0.08369700580408312,0.1,0.3,0.034375,0,0,0,0,0,0,0,1,1,0,0,0
87,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
88,1.0,0,1,0,0,1,-0.041490159746459365,0.3,0.2,0.263,0,0,0,0,1,0,0,1,1,0,0,0
89,0.0,1,0,0,1,0,-0.03546061030965597,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
90,0.0,1,0,0,1,0,-0.005312863125639,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
91,0.0,1,0,0,1,0,-0.05957880805686955,0.0,0.0,0.0078542,0,0,0,0,0,0,0,1,1,0,0,0
92,0.0,0,1,0,1,0,0.0971894773000187,0.1,0.0,0.061175,0,0,0,1,0,0,1,0,1,0,0,0
93,0.0,1,0,0,1,0,-0.023401511436049183,0.1,0.2,0.020575,0,0,0,0,0,0,0,1,1,0,0,0
94,0.0,1,0,0,1,0,0.17557361997846282,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
95,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
96,0.0,0,1,0,1,0,0.24792821322010353,0.0,0.0,0.0346542,0,0,0,1,0,0,1,1,0,1,0,0
97,1.0,0,1,0,1,0,-0.041490159746459365,0.0,0.1,0.0633583,0,0,0,1,0,1,0,0,0,1,0,0
98,1.0,0,0,1,0,1,0.02483488405837797,0.0,0.1,0.023,0,0,0,0,0,0,0,1,1,0,0,0
99,0.0,0,0,1,1,0,0.02483488405837797,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
100,0.0,1,0,0,0,1,-0.011342412562442394,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
101,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
102,0.0,0,1,0,1,0,-0.053549258620066154,0.0,0.1,0.0772875,0,0,0,1,0,1,0,1,1,0,0,0
103,0.0,1,0,0,1,0,0.018805334621574576,0.0,0.0,0.008654199999999999,0,0,0,0,0,0,0,1,1,0,0,0
104,0.0,1,0,0,1,0,0.04292353236878815,0.2,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
105,0.0,1,0,0,1,0,-0.011342412562442394,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
106,1.0,1,0,0,0,1,-0.053549258620066154,0.0,0.0,0.0076500000000000005,0,0,0,0,0,0,0,1,1,0,0,0
107,1.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
108,0.0,1,0,0,1,0,0.04895308180559155,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
109,1.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.0,0.024149999999999998,0,0,0,0,0,0,0,1,0,0,1,0
110,0.0,0,1,0,1,0,0.1032190267368221,0.0,0.0,0.052,0,0,0,1,0,1,1,0,1,0,0,0
111,0.0,1,0,0,0,1,-0.09274132995928822,0.1,0.0,0.0144542,0,0,0,0,0,0,0,1,0,1,0,0
112,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
113,0.0,1,0,0,0,1,-0.05957880805686955,0.1,0.0,0.009824999999999999,0,0,0,0,0,0,0,1,1,0,0,0
114,0.0,1,0,0,0,1,-0.07766745636727973,0.0,0.0,0.0144583,0,0,0,0,0,0,0,1,0,1,0,0
115,0.0,1,0,0,1,0,-0.053549258620066154,0.0,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
116,0.0,1,0,0,1,0,0.24491343850170183,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
117,0.0,0,0,1,1,0,-0.005312863125639,0.1,0.0,0.021,0,0,0,0,0,0,0,1,1,0,0,0
118,0.0,0,1,0,1,0,-0.03546061030965597,0.0,0.1,0.2475208,0,0,0,1,0,1,1,1,0,1,0,0
119,0.0,1,0,0,0,1,-0.16811069791933064,0.4,0.2,0.031275,0,0,0,0,0,0,0,1,1,0,0,0
120,0.0,0,0,1,1,0,-0.053549258620066154,0.2,0.0,0.0735,0,0,0,0,0,0,0,1,1,0,0,0
121,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
122,0.0,0,0,1,1,0,0.01579055990317288,0.1,0.0,0.030070799999999998,0,0,0,0,0,0,0,1,0,1,0,0
123,1.0,0,0,1,0,1,0.01579055990317288,0.0,0.0,0.013,0,0,0,1,1,0,0,0,1,0,0,0
124,0.0,0,1,0,1,0,0.14542587279444585,0.0,0.1,0.0772875,0,0,0,1,0,1,0,1,1,0,0,0
125,1.0,1,0,0,1,0,-0.1078152035512967,0.1,0.0,0.0112417,0,0,0,0,0,0,0,1,0,1,0,0
126,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
127,1.0,1,0,0,1,0,-0.03546061030965597,0.0,0.0,0.0071417,0,0,0,0,0,0,0,1,1,0,0,0
128,1.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.1,0.0223583,0,0,0,1,1,0,0,1,0,1,0,0
129,0.0,1,0,0,1,0,0.0911599278632153,0.0,0.0,0.006974999999999999,0,0,0,0,0,0,0,1,1,0,0,0
130,0.0,1,0,0,1,0,0.018805334621574576,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,0,1,0,0
131,0.0,1,0,0,1,0,-0.05957880805686955,0.0,0.0,0.00705,0,0,0,0,0,0,0,1,1,0,0,0
132,0.0,1,0,0,0,1,0.1032190267368221,0.1,0.0,0.0145,0,0,0,0,0,0,0,1,1,0,0,0
133,1.0,0,0,1,0,1,-0.005312863125639,0.1,0.0,0.026,0,0,0,0,0,0,0,1,1,0,0,0
134,0.0,0,0,1,1,0,-0.029431060872852577,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
135,0.0,0,0,1,1,0,-0.041490159746459365,0.0,0.0,0.0150458,0,0,0,0,0,0,0,1,0,1,0,0
136,1.0,0,1,0,0,1,-0.06560835749367294,0.0,0.2,0.0262833,0,0,0,1,1,0,1,0,1,0,0,0
137,0.0,0,1,0,1,0,0.04292353236878815,0.1,0.0,0.0531,0,0,0,0,0,0,1,1,1,0,0,0
138,0.0,1,0,0,1,0,-0.08369700580408312,0.0,0.0,0.0092167,0,0,0,0,0,0,0,1,1,0,0,0
139,0.0,0,1,0,1,0,-0.03546061030965597,0.0,0.0,0.0792,0,0,0,1,1,0,1,1,0,1,0,0
140,0.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.2,0.015245799999999999,0,0,0,0,0,0,0,1,0,1,0,0
141,1.0,1,0,0,0,1,-0.04751970918326276,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,1,0,0,0
142,1.0,1,0,0,0,1,-0.03546061030965597,0.1,0.0,0.01585,0,0,0,0,0,0,0,1,1,0,0,0
143,0.0,1,0,0,1,0,-0.06560835749367294,0.0,0.0,0.00675,0,0,0,0,0,0,0,1,0,0,1,0
144,0.0,0,0,1,1,0,-0.07163790693047634,0.0,0.0,0.0115,0,0,0,0,0,0,0,1,1,0,0,0
145,0.0,0,0,1,1,0,-0.06560835749367294,0.1,0.1,0.03675,0,0,0,0,0,0,0,1,1,0,0,0
146,1.0,1,0,0,1,0,-0.01737196199924579,0.0,0.0,0.007795799999999999,0,0,0,0,0,0,0,1,1,0,0,0
147,0.0,1,0,0,0,1,-0.12590385186170688,0.2,0.2,0.034375,0,0,0,0,0,0,0,1,1,0,0,0
148,0.0,0,0,1,1,0,0.039908757650386456,0.0,0.2,0.026,0,0,0,1,1,1,0,0,1,0,0,0
149,0.0,0,0,1,1,0,0.07307127955280512,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
150,0.0,0,0,1,1,0,0.12733722448403567,0.0,0.0,0.012525,0,0,0,0,0,0,0,1,1,0,0,0
151,1.0,0,1,0,0,1,-0.04751970918326276,0.1,0.0,0.06659999999999999,0,0,0,1,1,1,0,1,1,0,0,0
152,0.0,1,0,0,1,0,0.15447019694965095,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
153,0.0,1,0,0,1,0,0.06402695539760003,0.0,0.2,0.0145,0,0,0,0,0,0,0,1,1,0,0,0
154,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0073125,0,0,0,0,0,0,0,1,1,0,0,0
155,0.0,0,1,0,1,0,0.12733722448403567,0.0,0.1,0.061379199999999995,0,0,0,0,0,0,0,1,0,1,0,0
156,1.0,1,0,0,0,1,-0.08369700580408312,0.0,0.0,0.0077333,0,0,0,0,0,0,0,1,0,0,1,0
157,0.0,1,0,0,1,0,0.0007166863111643934,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
158,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.0086625,0,0,0,0,0,0,0,1,1,0,0,0
159,0.0,1,0,0,1,0,1.713701020890822e-16,0.8,0.2,0.06955,0,0,0,0,0,0,0,1,1,0,0,0
160,0.0,1,0,0,1,0,0.08513037842641191,0.0,0.1,0.0161,0,0,0,0,0,0,0,1,1,0,0,0
161,1.0,0,0,1,0,1,0.061012180679198336,0.0,0.0,0.01575,0,0,0,0,0,0,0,1,1,0,0,0
162,0.0,1,0,0,1,0,-0.023401511436049183,0.0,0.0,0.007775000000000001,0,0,0,0,0,0,0,1,1,0,0,0
163,0.0,1,0,0,1,0,-0.07766745636727973,0.0,0.0,0.0086625,0,0,0,0,0,0,0,1,1,0,0,0
164,0.0,1,0,0,1,0,-0.17414024735613404,0.4,0.1,0.0396875,0,0,0,0,0,0,0,1,1,0,0,0
165,1.0,1,0,0,1,0,-0.12590385186170688,0.0,0.2,0.020524999999999998,0,0,0,0,0,0,0,1,1,0,0,0
166,1.0,0,1,0,0,1,1.713701020890822e-16,0.0,0.1,0.055,0,0,0,1,1,1,1,0,1,0,0,0
167,0.0,1,0,0,0,1,0.0911599278632153,0.1,0.4,0.027899999999999998,0,0,0,0,0,0,0,1,1,0,0,0
168,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.025925,0,0,0,0,0,0,0,1,1,0,0,0
169,0.0,1,0,0,1,0,-0.011342412562442394,0.0,0.0,0.056495800000000006,0,0,0,0,0,0,0,1,1,0,0,0
170,0.0,0,1,0,1,0,0.1876327188520696,0.0,0.0,0.0335,0,0,0,1,1,1,1,1,1,0,0,0
171,0.0,1,0,0,1,0,-0.15605159904572385,0.4,0.1,0.029125,0,0,0,0,0,0,0,1,0,0,1,0
172,1.0,1,0,0,0,1,-0.17414024735613404,0.1,0.1,0.0111333,0,0,0,0,0,0,0,1,1,0,0,0
173,0.0,1,0,0,1,0,-0.053549258620066154,0.0,0.0,0.007925,0,0,0,0,0,0,0,1,1,0,0,0
174,0.0,0,1,0,1,0,0.15748497166805264,0.0,0.0,0.0306958,0,0,1,0,0,0,0,0,0,1,0,0
175,0.0,1,0,0,1,0,-0.07163790693047634,0.1,0.1,0.0078542,0,0,0,0,0,0,0,1,1,0,0,0
176,0.0,1,0,0,1,0,1.713701020890822e-16,0.3,0.1,0.0254667,0,0,0,0,0,0,0,1,1,0,0,0
177,0.0,0,1,0,0,1,0.12130767504723228,0.0,0.0,0.0287125,0,0,1,0,0,0,0,1,0,1,0,0
178,0.0,0,0,1,1,0,0.0007166863111643934,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
179,0.0,1,0,0,1,0,0.03689398293198476,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0
180,0.0,1,0,0,0,1,1.713701020890822e-16,0.8,0.2,0.06955,0,0,0,0,0,0,0,1,1,0,0,0
181,0.0,0,0,1,1,0,1.713701020890822e-16,0.0,0.0,0.015050000000000001,0,0,0,0,0,0,0,1,0,1,0,0
182,0.0,1,0,0,1,0,-0.12590385186170688,0.4,0.2,0.0313875,0,0,0,0,0,0,0,1,1,0,0,0
183,1.0,0,0,1,1,0,-0.17414024735613404,0.2,0.1,0.039,0,0,1,0,0,0,1,0,1,0,0,0
184,1.0,1,0,0,0,1,-0.15605159904572385,0.0,0.2,0.022025,0,0,0,0,0,0,0,1,1,0,0,0
185,0.0,0,1,0,1,0,1.713701020890822e-16,0.0,0.0,0.05,0,0,1,0,0,0,1,1,1,0,0,0
186,1.0,1,0,0,0,1,1.713701020890822e-16,0.1,0.0,0.0155,0,0,0,0,0,0,0,1,0,0,1,0
187,1.0,0,1,0,1,0,0.0911599278632153,0.0,0.0,0.02655,0,0,0,0,0,0,0,1,1,0,0,0
188,0.0,1,0,0,1,0,0.061012180679198336,0.1,0.1,0.0155,0,0,0,0,0,0,0,1,0,0,1,0
189,0.0,1,0,0,1,0,0.03689398293198476,0.0,0.0,0.0078958,0,0,0,0,0,0,0,1,1,0,0,0
190,1.0,0,0,1,0,1,0.01277578518477118,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
191,0.0,0,0,1,1,0,-0.06560835749367294,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
192,1.0,1,0,0,0,1,-0.06560835749367294,0.1,0.0,0.0078542,0,0,0,0,0,0,0,1,1,0,0,0
193,1.0,0,0,1,1,0,-0.16208114848252725,0.1,0.1,0.026,0,0,0,1,1,1,0,0,1,0,0,0
194,1.0,0,1,0,0,1,0.08513037842641191,0.0,0.0,0.0277208,0,0,1,0,0,1,0,0,0,1,0,0
195,1.0,0,1,0,0,1,0.16954407054165943,0.0,0.0,0.1465208,0,0,1,0,0,1,0,1,0,1,0,0
196,0.0,1,0,0,1,0,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
197,0.0,1,0,0,1,0,0.07307127955280512,0.0,0.1,0.008404199999999999,0,0,0,0,0,0,0,1,1,0,0,0
198,1.0,1,0,0,0,1,1.713701020890822e-16,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
199,0.0,0,0,1,0,1,-0.03546061030965597,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
200,0.0,1,0,0,1,0,-0.011342412562442394,0.0,0.0,0.0095,0,0,0,0,0,0,0,1,1,0,0,0
201,0.0,1,0,0,1,0,1.713701020890822e-16,0.8,0.2,0.06955,0,0,0,0,0,0,0,1,1,0,0,0
202,0.0,1,0,0,1,0,0.02483488405837797,0.0,0.0,0.0064958,0,0,0,0,0,0,0,1,1,0,0,0
203,0.0,1,0,0,1,0,0.094174702581617,0.0,0.0,0.007225,0,0,0,0,0,0,0,1,0,1,0,0
204,1.0,1,0,0,1,0,-0.07163790693047634,0.0,0.0,0.00805,0,0,0,0,0,0,0,1,1,0,0,0
205,0.0,1,0,0,0,1,-0.16811069791933064,0.0,0.1,0.0104625,0,0,0,0,0,1,0,1,1,0,0,0
206,0.0,1,0,0,1,0,0.01277578518477118,0.1,0.0,0.01585,0,0,0,0,0,0,0,1,1,0,0,0
207,1.0,1,0,0,1,0,-0.023401511436049183,0.0,0.0,0.018787500000000002,0,0,0,0,0,0,0,1,0,1,0,0
208,1.0,1,0,0,0,1,-0.08369700580408312,0.0,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
209,1.0,0,1,0,1,0,0.061012180679198336,0.0,0.0,0.031,0,0,1,0,0,1,1,0,0,1,0,0
210,0.0,1,0,0,1,0,-0.03546061030965597,0.0,0.0,0.00705,0,0,0,0,0,0,0,1,1,0,0,0
211,1.0,0,0,1,0,1,0.03086443349518136,0.0,0.0,0.021,0,0,0,0,0,0,0,1,1,0,0,0
212,0.0,1,0,0,1,0,-0.04751970918326276,0.0,0.0,0.00725,0,0,0,0,0,0,0,1,1,0,0,0
213,0.0,0,0,1,1,0,0.0007166863111643934,0.0,0.0,0.013,0,0,0,0,0,0,0,1,1,0,0,0
214,0.0,1,0,0,1,0,1.713701020890822e-16,0.1,0.0,0.00775,0,0,0,0,0,0,0,1,0,0,1,0
215,1.0,0,1,0,0,1,0.006746235747967787,0.1,0.0,0.113275,0,0,1,0,0,1,1,1,0,1,0,0
